barcode,brand,model,size_canonical,manufacturer_part_number,match,found_product,reason,grounded,source_url
715459432271,hankook,dynapro_mt2_rt05,LT275/70R18,2020804,yes,Hankook Dynapro MT2 RT05,"The barcode 715459432271 consistently resolves to the Hankook Dynapro MT2 RT05 tire across multiple credible sources, including Hankook's official website and tire retailers.",True,https://www.tiresandwheels.com/product/tire/EC245157/Hankook/2020804/Dynapro-MT2-RT05_715459432271_LT275+70R18
715459473915,hankook,dynapro_ht_rh12,LT275/70R18,2021226,yes,Hankook Dynapro HT RH12 LT275/70R18 E/10PLY BSW Tire,"The barcode 715459473915 resolves to Hankook Dynapro HT RH12 LT275/70R18 with manufacturer part number 2021226, which matches the recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC369258/Hankook/2021226/DynaPro-HT-RH12_715459473915_LT275+70R18
054137047407,pirelli,cinturato_p7_all_season_plus,215/55R17,2338100,yes,Pirelli Cinturato P7 All Season Plus 215/55R17,The barcode 054137047407 resolves to Pirelli Cinturato P7 All Season Plus 215/55R17 with manufacturer part number 2338100 on multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC178759/Pirelli/2338100/Cinturato-P7-All-Season-Plus_54137047407_215+55R17
715459572878,hankook,ventus_s1_evo3_k127b,205/45R17,1031563,yes,Hankook Ventus S1 evo3 K127B 205/45R17,The barcode resolves to 'Hankook Ventus S1 evo3 K127B 205/45R17' with manufacturer part number 1031563 on multiple credible websites.,True,https://www.tiresandwheels.com/product/tire/EC546433/Hankook/1031563/Ventus-S1-evo3-K127B_715459572878_205+45R17
715459324071,hankook,dynapro_atm_rf10,245/70R16,1012617,yes,Hankook Dynapro ATM RF10,The barcode 715459324071 consistently resolves to 'Hankook Dynapro ATM RF10' across multiple credible online retailers.,True,https://www.tiresandwheels.com/product/tire/EC158855/Hankook/1012617/Dynapro-ATm-RF10_715459324071_245+70R16
715459581405,hankook,ventus_s1_evo3_ev_k127e,225/55R19,1032266,yes,Hankook Ventus S1 EVO3 EV K127E 225/55R19,"The barcode 715459581405 resolves to Hankook Ventus S1 EVO3 EV K127E 225/55R19 with manufacturer part number 1032266, matching all recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC546432/Hankook/1032266/Ventus-S1-evo3-EV-K127E_715459581405_225+55R19
715459393671,hankook,ventus_s1_evo3_k127,225/50R17,1019621,uncertain,Hankook Ventus S1 evo3 K127,"The barcode 715459393671 was searched, and while the product 'Hankook Ventus S1 evo3 K127' is widely found and matches the recorded brand and model, no credible source explicitly links this specific b",True,https://www.tiresandwheels.com/product/tire/EC245263/Hankook/1019621/Ventus-S1-evo3-K127_715459393671_225+50R17
715459326082,hankook,optimo_h426,P205/55R16,1012773,yes,Hankook Optimo H426,Multiple credible sources confirm the barcode 715459326082 corresponds to the Hankook Optimo H426 tire.,True,https://www.tiresandwheels.com/product/tire/EC166438/Hankook/1012773/Optimo-H426_715459326082_P205+55R16
715459521449,hankook,ventus_v2_concept_h457,275/40R20,1027449,yes,Hankook Ventus V2 Concept2 H457 275/40R20,"The barcode resolves to 'Hankook Ventus V2 Concept2 H457' with size '275/40R20' and manufacturer part number '1027449', matching all recorded product data.",True,https://www.tiresandwheels.com/product/tire/EC369281/Hankook/1027449/Ventus-V2-Concept-H457_715459521449_275+40R20
715459459698,hankook,kinergy_st_h735,215/75R15,1024738,yes,Hankook Kinergy ST H735,"Barcode resolves to Hankook Kinergy ST H735, matching recorded brand and model.",True,https://www.tiresandwheels.com/product/tire/EC245221/Hankook/1024738/Kinergy-ST-H735_715459459698_215+75R15
715459348688,hankook,kinergy_gt_h436,235/45R18,1014973,yes,Hankook Kinergy GT H436 235/45R18,The barcode 715459348688 consistently resolves to the Hankook Kinergy GT H436 tire in size 235/45R18 across multiple credible online retailers and the manufacturer's website.,True,https://www.tiresandwheels.com/product/tire/EC166336/Hankook/1014973/Kinergy-GT-H436_715459348688_235+45R18
715459300211,hankook,ipike_rw11,215/70R16,1010480,yes,Hankook Winter i*Pike (RW11),The barcode 715459300211 consistently resolves to the Hankook Winter i*Pike (RW11) tire across multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC166309/Hankook/1010480/i*Pike-RW11_715459300211_215+70R16
715459361854,hankook,kinergy_gt_h436,225/45R18,1016166,yes,Hankook Kinergy GT H436 225/45R18,"The barcode resolves to Hankook Kinergy GT H436 225/45R18 across multiple credible online retailers, matching the recorded brand, model, and size.",True,https://www.tiresandwheels.com/product/tire/EC166358/Hankook/1016166/Kinergy-GT-H436_715459361854_225+45R18
715459416080,hankook,kinergy_gt_h436,235/55R17,1021376,yes,Hankook Kinergy GT H436 235/55R17,The barcode 715459416080 consistently resolves to 'Hankook Kinergy GT H436 235/55R17' across multiple credible online retailers.,True,https://www.tiresandwheels.com/product/tire/EC246283/Hankook/1021376/Kinergy-GT-H436_715459416080_235+55R17
715459296552,hankook,ipike_rw11,255/50R19,1010133,yes,Hankook Winter i*Pike (RW11) 255/50R19,"The barcode resolves to Hankook Winter i*Pike (RW11) 255/50R19, matching the recorded brand, model, and size. The manufacturer part number also matches.",True,https://www.tiresandwheels.com/product/tire/EC166291/Hankook/1010133/i*Pike-RW11_715459296552_255+50R19
715459399154,hankook,winter_icept_iz2_w616,225/45R17,1019951,yes,Hankook Winter i*cept IZ2 W616 225/45R17 XL 94T BSW (MPN: 1019951),"The barcode 715459399154 consistently resolves to the Hankook Winter i*cept IZ2 W616 tire, size 225/45R17, and manufacturer part number 1019951 across multiple credible online retailers.",True,https://www.tiresandwheels.com/product/tire/EC222147/Hankook/1019951/Winter-i*cept-iZ2-W616_715459399154_225+45R17
715459310081,hankook,dynapro_ht_rh12,LT235/85R16,2001811,yes,Hankook Dynapro HT RH12 LT235/85R16,"The barcode 715459310081 resolves to Hankook Dynapro HT RH12, with one credible source specifically listing the size LT235/85R16.",True,https://www.tiresandwheels.com/product/tire/EC166263/Hankook/2001811/DynaPro-HT-RH12_715459310081_LT235+85R16
715459473823,hankook,ventus_s1_evo3_k127,255/40R19,1025924,yes,Hankook Ventus S1 evo3 K127 255/40R19,The barcode resolves to Hankook Ventus S1 evo3 K127 255/40R19 with manufacturer part number 1025924 on multiple credible sources.,True,https://www.tiresandwheels.com/product/tire/EC371811/Hankook/1025924/Ventus-S1-evo3-K127_715459473823_255+40R19
715459351664,hankook,ventus_v12_evo2_k120,245/40R17,1015239,yes,Hankook Ventus V12 evo2 K120 245/40R17,"The barcode 715459351664 consistently resolves to Hankook Ventus V12 evo2 K120 tires, with the size 245/40R17 and manufacturer part number 1015239 also being confirmed by multiple credible sources.",True,https://www.tiresandwheels.com/product/tire/EC222190/Hankook/1015239/Ventus-V12-evo2-K120_715459351664_245+40R17
